,Item_Weight,Item_Type,Item_Price,Outlet_Size,Item_Sold
549,9.5,Fruits and Vegetables,171.3448,Medium,2386.2272
550,11.8,Snack Foods,34.7558,Small,780.9834
551,14.1,Canned,139.8496,Small,1693.7952
552,,Dairy,168.4158,Small,334.2316
553,19.35,Meat,168.3816,Small,1342.2528
554,19.75,Fruits and Vegetables,190.6872,,4916.2672
555,10.3,Canned,78.696,,1757.7120000000002
556,,Others,108.5912,Medium,1637.868
557,,Snack Foods,84.925,Medium,1747.725
558,10.8,Dairy,193.4504,,2876.256
559,17.75,Fruits and Vegetables,139.9838,,1966.7732
560,8.575,Soft Drinks,106.328,Medium,958.752
561,19.1,Dairy,40.2138,,81.2276
562,20.7,Fruits and Vegetables,123.4388,Medium,1238.388
563,,Snack Foods,157.892,Small,319.584
564,6.785,Snack Foods,211.0928,Small,4418.2488
565,6.57,Hard Drinks,259.7278,High,2863.6058
566,5.78,Snack Foods,264.9568,,1845.5976
567,6.92,Breakfast,93.1804,Medium,1561.9668
568,20.25,Dairy,194.1162,Medium,3848.324
569,13.65,Fruits and Vegetables,149.005,,2097.27
570,13.5,Snack Foods,81.596,,639.168
571,16.5,Health and Hygiene,92.612,Medium,559.2719999999999
572,16.7,Snack Foods,146.5102,,2770.3938
573,8.68,Frozen Foods,99.7384,Medium,295.6152
574,,Hard Drinks,36.2506,Small,37.9506
575,7.235,Snack Foods,115.2834,Medium,1267.0174
576,16.75,Soft Drinks,39.3822,Small,353.5398
577,15.35,Soft Drinks,92.112,Small,1118.5439999999999
578,10.8,Fruits and Vegetables,245.9144,High,4655.2736
579,6.26,Household,110.2228,Medium,1547.3192
580,5.63,Meat,105.3306,Medium,1045.306
581,6.92,Breakfast,91.8804,,275.6412
582,12.15,Frozen Foods,212.0928,Medium,2735.1064
583,16.6,Fruits and Vegetables,175.5738,,347.5476
584,9.195,Snack Foods,182.7634,Small,3817.0314
585,19.0,Snack Foods,104.3622,Small,1905.5196
586,9.395,Snack Foods,83.825,,665.8
587,9.8,Others,192.1478,High,2324.9736
588,,Fruits and Vegetables,109.2228,Medium,3205.1612
589,18.85,Health and Hygiene,189.1846,Small,2101.9306
590,9.13,Household,152.3024,,1821.6288
591,9.0,Canned,152.2024,,3643.2576
592,17.1,Household,114.586,Small,2942.836
593,6.715,Baking Goods,40.2454,High,587.2356
594,5.82,Household,167.77900000000002,Small,2886.243
595,18.7,Fruits and Vegetables,110.2886,,2223.772
596,7.93,Frozen Foods,123.2414,Medium,487.3656
597,18.75,Household,211.7218,,5770.4886
598,,Snack Foods,117.7466,Medium,1414.1592
599,5.0,Soft Drinks,188.853,Small,5502.8369999999995
600,7.445,Baking Goods,76.8354,Small,2181.8266
601,20.85,Snack Foods,193.9452,Small,1565.9616
602,20.85,Meat,115.1808,Medium,1054.6272
603,19.2,Frozen Foods,112.9886,Medium,1667.829
604,17.35,Household,175.6712,Small,2812.3392
605,14.3,Baking Goods,98.1726,Small,489.36300000000006
606,19.5,Canned,179.3002,,2865.6032
607,6.675,Snack Foods,90.7462,Small,1665.8316
608,8.18,Household,143.8154,,2694.4926
609,6.98,Canned,83.4934,Small,1555.9746
610,,Starchy Foods,87.9172,Medium,3836.3396
611,16.85,Snack Foods,90.7488,,543.2928
612,14.8,Health and Hygiene,196.3794,High,1950.7939999999999
613,12.3,Snack Foods,57.3562,High,177.7686
614,7.435,Starchy Foods,206.9638,,1035.319
615,15.1,Fruits and Vegetables,42.8796,Small,949.4308
616,9.195,Snack Foods,160.5578,,1283.6624
617,10.1,Hard Drinks,59.9878,High,484.7024
618,16.0,Dairy,79.5986,High,934.7832
619,17.7,Fruits and Vegetables,48.1034,,534.6374
620,8.1,Canned,39.448,Medium,878.8560000000001
621,20.6,Baking Goods,120.1756,Medium,1332.9316
622,20.35,Household,127.9678,Medium,3560.6984
623,8.195,Baking Goods,93.1462,Medium,647.8234
624,17.75,Dairy,248.675,,4993.5
625,7.475,Fruits and Vegetables,240.6854,Small,1691.7978
626,19.0,Fruits and Vegetables,188.7214,Medium,1695.7926
627,12.6,Fruits and Vegetables,124.0072,Medium,4042.7376
628,,Snack Foods,174.83700000000005,Medium,4763.799
629,7.895,Breakfast,102.6332,Small,1640.5312
630,,Soft Drinks,58.7904,Medium,1288.9888
631,17.1,Fruits and Vegetables,112.3886,,2334.9606
632,8.355,Canned,148.5418,Medium,2207.127
633,,Frozen Foods,145.2102,Small,437.4306
634,18.5,Snack Foods,118.4124,High,2370.248
635,,Fruits and Vegetables,189.9214,Medium,5087.3778
636,8.975,Canned,101.899,,103.199
637,10.1,Fruits and Vegetables,224.4088,Small,4697.8848
638,9.285,Snack Foods,158.6578,High,2406.867
639,11.6,Dairy,238.3222,Small,5736.5328
640,,Snack Foods,183.4266,Medium,7192.6374
641,12.5,Meat,220.7798,Medium,6611.394
642,16.0,Snack Foods,142.3496,,3246.4408
643,14.15,Dairy,51.6982,Medium,1262.3568
644,20.2,Household,94.1462,Medium,1758.3778
645,13.65,Canned,211.5902,,4672.5844
646,17.25,Household,253.1724,,3775.086
647,5.655,Soft Drinks,147.4102,Medium,2478.7734
648,20.75,Frozen Foods,182.2318,Small,3067.3406
649,5.175,Snack Foods,105.4622,High,3281.7282
650,20.0,Fruits and Vegetables,46.2744,,1086.5856
651,11.8,Fruits and Vegetables,46.5402,,229.701
652,16.75,Canned,102.8674,,1528.011
653,18.35,Dairy,155.034,Medium,1990.7420000000002
654,12.8,Fruits and Vegetables,95.141,Small,868.8689999999999
655,19.75,Household,103.0332,Small,1230.3984
656,8.75,Fruits and Vegetables,187.6556,Medium,938.778
657,13.3,Dairy,234.03,Medium,4194.54
658,18.85,Household,194.6136,High,1166.4816
659,9.695,Snack Foods,222.9114,Medium,5764.4964
660,20.7,Fruits and Vegetables,37.5506,Small,113.8518
661,,Starchy Foods,174.408,Medium,7443.644
662,11.1,Fruits and Vegetables,191.7846,,3057.3536
663,8.975,Canned,83.3224,High,3579.3408
664,12.15,Frozen Foods,253.1698,Medium,1522.0188
665,7.67,Household,35.4216,High,450.0808
666,13.8,Fruits and Vegetables,76.9012,High,607.2096
667,4.785,Breads,120.1098,High,1325.6078
668,20.0,Canned,105.3622,Medium,1270.3464
669,,Meat,43.4112,Medium,1107.8912
670,8.395,Hard Drinks,254.104,Medium,3542.0559999999996
671,6.175,Meat,95.2752,Medium,1534.0032
672,8.21,Dairy,89.2198,Medium,1308.297
673,19.7,Fruits and Vegetables,55.393,,1471.418
674,19.6,Household,89.6514,Medium,1239.7196
675,7.5,Health and Hygiene,175.3028,Small,3896.2616
676,5.845,Frozen Foods,214.4218,Medium,1496.0526
677,11.395,Health and Hygiene,151.6708,High,3460.8284
678,7.17,Fruits and Vegetables,132.1968,Medium,2870.9296
679,5.75,Dairy,114.7176,,1259.6936
680,15.5,Fruits and Vegetables,178.2028,,177.1028
681,7.76,Snack Foods,99.77,Small,798.96
682,13.65,Canned,212.9902,,3185.853
683,10.8,Meat,98.3042,Medium,1488.0629999999999
684,11.1,Fruits and Vegetables,189.2846,Medium,5159.2842
685,,Snack Foods,182.0318,Medium,5954.2494
686,12.8,Meat,226.8404,Medium,4500.808
687,8.785,Fruits and Vegetables,123.0414,,121.8414
688,20.6,Fruits and Vegetables,185.9556,Small,4318.3788
689,7.89,Dairy,121.0782,,3456.1678
690,16.85,Fruits and Vegetables,185.8266,High,1659.8394
691,16.35,Household,127.402,,759.012
692,,Snack Foods,159.4578,Medium,4974.1918
693,17.35,Baking Goods,87.98299999999998,,1707.777
694,,Fruits and Vegetables,197.3768,Medium,7488.9184
695,,Household,116.8124,Medium,2488.7604
696,12.6,Household,186.7556,High,2816.3340000000003
697,5.32,Health and Hygiene,101.4674,Medium,2954.1546
698,,Household,255.2698,Small,761.0094
699,13.0,Canned,199.4426,Small,593.2278
700,,Soft Drinks,50.2324,Medium,1298.31
701,19.85,Household,46.3376,Small,1150.5024
702,17.6,Health and Hygiene,237.159,,3072.667
703,14.6,Household,181.7976,Small,3259.7568
704,7.55,Canned,152.734,Medium,2756.4120000000003
705,13.8,Canned,106.9254,Small,2930.1858
706,17.25,Snack Foods,99.2068,,97.2068
707,10.1,Health and Hygiene,153.1656,Small,1544.656
708,14.3,Meat,212.5586,High,3165.8790000000004
709,9.8,Baking Goods,100.6016,Small,1619.2256
710,11.3,Household,194.4478,Small,387.4956
711,7.67,Household,36.3216,,415.4592
712,13.8,Dairy,55.893,,226.372
713,10.395,Seafood,160.0604,Medium,1267.6832
714,20.7,Dairy,175.8028,Small,1593.9252
715,,Dairy,147.17600000000004,Small,585.904
716,17.35,Seafood,149.605,Medium,3745.125
717,16.35,Others,104.828,Medium,1810.976
718,19.35,Fruits and Vegetables,167.0474,Small,2358.2636
719,15.2,Health and Hygiene,50.3034,,145.8102
720,14.3,Frozen Foods,78.2302,Medium,554.6114
721,,Dairy,146.8102,Medium,3499.4448
722,20.0,Frozen Foods,127.3678,Small,1780.3492
723,,Frozen Foods,172.1106,Medium,2566.659
724,10.1,Snack Foods,38.2848,,1230.3984
725,,Canned,41.548,Medium,918.804
726,,Dairy,170.7106,Medium,3079.9908
727,8.18,Frozen Foods,56.9588,Medium,744.3644
728,19.5,Canned,179.8002,Small,716.4008
729,18.7,Snack Foods,254.7672,Small,5113.344
730,12.35,Dairy,48.5692,,886.8456
731,16.0,Meat,45.5718,High,1039.9796
732,8.395,Hard Drinks,253.704,Medium,4554.072
733,4.785,Breads,119.7098,,1807.6470000000002
734,5.03,Household,122.6756,Small,2665.8632
735,15.6,Snack Foods,174.3054,,1751.0539999999999
736,7.285,Household,173.6054,Small,2626.5809999999997
737,20.35,Snack Foods,120.9072,Medium,1470.0864
738,17.7,Snack Foods,165.9816,,4362.3216
739,,Canned,164.3842,Medium,4476.1734
740,20.25,Dairy,248.4092,,2241.0828
741,8.945,Dairy,264.791,,4733.838
742,,Meat,66.0826,Small,258.3304
743,18.25,Snack Foods,199.0084,Small,3174.5344
744,20.35,Household,127.6678,Medium,2924.8594
745,16.75,Meat,72.3038,Medium,960.7494
746,12.1,Hard Drinks,178.166,,539.298
747,18.5,Dairy,144.2102,Small,2041.3428
748,15.0,Canned,58.5904,Small,996.0368
749,19.5,Canned,158.99200000000005,Small,1757.7120000000002
750,13.65,Breads,230.6668,,1842.9344
751,13.15,Fruits and Vegetables,170.6764,Small,3435.528
752,,Fruits and Vegetables,106.2596,Medium,1402.1748
753,20.6,Dairy,211.4244,Small,7833.8028
754,6.28,Soft Drinks,87.9198,Small,1221.0772
755,5.925,Dairy,42.8086,Small,669.1289999999999
756,17.7,Frozen Foods,94.541,,1061.951
757,18.85,Canned,168.1132,Small,2874.9244
758,,Dairy,241.8854,Medium,4592.0226
759,17.5,Meat,141.718,,419.454
760,17.7,Snack Foods,182.8266,High,5163.9448
761,16.1,Fruits and Vegetables,107.7596,High,323.5788
762,9.8,Meat,128.40200000000002,Medium,1265.02
763,7.565,Health and Hygiene,54.793,,622.523
764,17.6,Meat,111.7202,Small,1125.202
765,12.15,Fruits and Vegetables,164.1552,Medium,5198.5664
766,9.31,Frozen Foods,61.651,High,379.506
767,19.25,Frozen Foods,82.1908,Medium,2432.8332
768,9.5,Fruits and Vegetables,110.7228,,1657.842
769,15.35,Others,143.947,High,3006.087
770,,Canned,153.4682,Medium,2287.0229999999997
771,,Snack Foods,120.3098,Medium,1687.1372
772,17.85,Soft Drinks,189.1188,,3237.1196
773,7.02,Dairy,82.225,High,2746.425
774,,Baking Goods,81.425,Medium,1331.6
775,,Frozen Foods,53.2614,Medium,607.8754
776,12.3,Soft Drinks,106.3938,Small,857.5504
777,5.46,Canned,184.824,Small,4287.752
778,15.1,Frozen Foods,147.2076,,1773.6912
779,11.8,Fruits and Vegetables,46.8402,,597.2226
780,19.25,Household,33.4558,Medium,441.4254
781,13.65,Snack Foods,55.8588,,1431.47
782,13.35,Snack Foods,240.2564,High,2860.2768
783,,Snack Foods,86.9514,Medium,3364.9532
784,13.15,Snack Foods,88.6856,,1757.7120000000002
785,14.3,Fruits and Vegetables,89.8856,Small,966.7416
786,12.3,Snack Foods,115.1834,,1958.1178
787,7.825,Meat,63.2826,,129.1652
788,19.1,Dairy,38.8138,Small,365.5242
789,8.71,Canned,93.7778,High,1783.6782
790,19.6,Household,252.2698,High,2790.3678
791,19.5,Canned,179.3002,Medium,2328.3026
792,15.85,Breads,174.737,,2822.992
793,,Health and Hygiene,85.1224,Medium,2045.3376
794,17.6,Breads,47.2402,,505.3422
795,,Canned,102.699,Medium,3095.97
796,19.1,Fruits and Vegetables,233.1958,Small,5141.3076
797,6.13,Fruits and Vegetables,54.0298,Medium,808.947
798,6.55,Breads,100.6332,Small,2665.8632
799,16.5,Snack Foods,143.8128,,2588.6304
800,17.0,Health and Hygiene,125.073,High,1108.557
801,10.5,Baking Goods,162.421,,1304.968
802,8.93,Household,55.4614,,331.5684
803,,Baking Goods,180.866,Medium,3235.788
804,16.1,Fruits and Vegetables,95.141,High,3089.312
805,,Baking Goods,113.1544,Medium,3355.632
806,5.82,Household,171.37900000000005,Medium,2037.348
807,16.25,Fruits and Vegetables,126.2046,Medium,1867.569
808,13.35,Snack Foods,180.266,,898.83
809,,Baking Goods,172.3422,Medium,7759.899
810,5.15,Meat,125.6388,Small,2848.2924
811,,Snack Foods,94.5462,Medium,2868.9322
812,7.865,Breakfast,166.0526,High,3617.9572
813,9.895,Soft Drinks,239.4564,Small,5243.8408
814,17.35,Household,176.0712,Small,2109.2544
815,8.365,Hard Drinks,36.1506,Small,721.0614
816,6.675,Snack Foods,92.1462,High,1203.1006
817,,Meat,83.1276,Medium,1868.2348
818,17.35,Others,80.5618,High,322.2472
819,16.75,Snack Foods,186.4556,Small,3942.8676
820,18.85,Hard Drinks,129.6336,Medium,3195.84
821,6.575,Breads,143.5444,Small,3338.3212
822,12.65,Fruits and Vegetables,238.9538,Medium,4086.0146
823,15.2,Household,110.9912,Medium,1856.2504
824,,Frozen Foods,79.3276,Medium,1380.8692
825,7.07,Snack Foods,113.3834,Small,1267.0174
826,13.65,Snack Foods,184.4924,Medium,5182.5872
827,,Frozen Foods,145.2418,Small,147.1418
828,7.06,Starchy Foods,58.8904,,58.5904
829,11.8,Soft Drinks,186.3924,High,5367.6796
830,,Health and Hygiene,41.548,Medium,1358.2320000000002
831,9.3,Dairy,250.2092,,5976.2208
832,,Baking Goods,117.6124,Medium,2251.7356
833,,Soft Drinks,181.1634,Small,181.7634
834,13.6,Snack Foods,195.4136,High,5443.5808
835,19.5,Household,57.2614,,1547.3192
836,19.35,Baking Goods,47.1034,,145.8102
837,,Others,112.0202,Medium,5063.409000000001
838,13.1,Fruits and Vegetables,178.9318,Medium,3067.3406
839,16.7,Baking Goods,97.6384,Small,2857.6136
840,5.785,Fruits and Vegetables,87.1856,Small,1406.1696
841,,Meat,89.4172,Small,178.4344
842,6.13,Dairy,59.3536,Medium,1470.0864
843,9.8,Health and Hygiene,116.2492,Medium,2896.23
844,,Canned,154.6314,Medium,6515.5188
845,7.42,Snack Foods,248.4092,Medium,996.0368
846,16.7,Snack Foods,57.4562,Small,948.0992
847,,Fruits and Vegetables,85.6198,Small,87.2198
848,9.0,Canned,80.1644,,1178.4660000000001
849,,Fruits and Vegetables,188.4214,Small,565.2642
850,6.36,Household,164.5526,High,2137.8838
851,17.7,Dairy,184.1292,,547.2876
852,16.5,Canned,208.5638,High,2691.8294
853,,Frozen Foods,108.6912,Medium,3057.3536
854,,Canned,146.0418,Small,588.5672
855,11.85,Dairy,96.4726,Small,978.7260000000001
856,10.195,Meat,197.511,Small,2356.9320000000002
857,,Fruits and Vegetables,162.1552,Medium,3086.6488
858,,Hard Drinks,153.2998,Small,461.3994
859,13.65,Fruits and Vegetables,150.505,Medium,2696.49
860,20.35,Snack Foods,117.9466,,1649.8524
861,20.2,Household,62.051,,126.50200000000001
862,13.85,Meat,119.6124,Small,2014.7108
863,8.05,Dairy,112.2518,High,1707.777
864,7.365,Snack Foods,94.712,,932.12
865,12.5,Canned,118.344,,2157.192
866,7.42,Seafood,184.8582,Small,4643.955
867,,Seafood,33.7216,Medium,1280.9992
868,6.235,Household,261.991,,2366.919
869,12.35,Dairy,49.1692,High,886.8456
870,6.75,Dairy,95.6752,High,958.752
871,16.75,Health and Hygiene,36.8532,Medium,1150.5024
872,19.35,Baking Goods,163.3184,,2641.8944
873,9.6,Breads,102.499,Small,1547.985
874,19.85,Snack Foods,62.0194,Medium,619.194
875,15.1,Frozen Foods,147.4076,Small,2808.3444
876,,Fruits and Vegetables,62.9536,Medium,2266.3832
877,6.59,Fruits and Vegetables,85.6908,Small,1929.4884
878,16.75,Breads,89.4856,Medium,1054.6272
879,15.2,Soft Drinks,38.6848,,1155.8288
880,13.0,Snack Foods,65.7484,,1174.4712
881,5.86,Meat,154.1314,Medium,3412.8908
882,11.395,Health and Hygiene,150.1708,,300.9416
883,20.85,Frozen Foods,192.2478,,387.4956
884,,Soft Drinks,112.886,Medium,2942.836
885,5.035,Breads,226.3036,High,4098.6648
886,11.15,Dairy,45.0744,Medium,452.744
887,6.38,Dairy,178.3344,Medium,3211.8192
888,8.39,Household,162.2868,Small,2620.5888
889,5.675,Snack Foods,155.5288,Small,1414.1592
890,15.7,Fruits and Vegetables,110.1544,Medium,1565.9616
891,13.0,Snack Foods,65.9484,Medium,1043.9744
892,,Health and Hygiene,121.844,Medium,3115.9440000000004
893,13.5,Fruits and Vegetables,145.3102,High,729.051
894,8.895,Snack Foods,125.173,,2956.152
895,10.895,Dairy,263.0568,Small,527.3136
896,16.2,Frozen Foods,178.437,,1058.622
897,,Fruits and Vegetables,84.1592,Medium,1320.9472
898,15.1,Meat,131.9942,,3047.3666
899,7.475,Household,217.6192,Small,1725.7536
900,,Baking Goods,144.847,Small,143.14700000000002
901,10.8,Baking Goods,41.5138,Medium,446.7518
902,20.0,Others,35.019,Medium,585.904
903,14.3,Meat,210.3586,Medium,6331.758000000001
904,10.1,Health and Hygiene,153.4656,,1853.5872
905,17.85,Frozen Foods,149.105,Small,2247.075
906,9.5,Soft Drinks,32.89,,33.29
907,20.75,Health and Hygiene,146.6734,,445.4202
908,12.1,Dairy,164.6526,,657.8104
909,20.6,Household,74.4696,Medium,223.7088
910,7.67,Household,33.1216,Small,727.0536
911,,Fruits and Vegetables,111.1912,Small,218.3824
912,20.6,Baking Goods,119.5756,High,2665.8632
913,15.35,Soft Drinks,196.6768,,591.2304
914,5.46,Fruits and Vegetables,142.6786,High,2311.6576
915,9.395,Soft Drinks,224.772,Medium,7017.531999999999
916,,Canned,180.6002,Small,895.5010000000001
917,10.0,Fruits and Vegetables,243.8144,Small,4655.2736
918,,Meat,98.2042,Small,198.4084
919,7.445,Baking Goods,73.3354,Medium,451.4124
920,,Breakfast,49.7008,Small,50.6008
921,15.5,Fruits and Vegetables,102.1332,Medium,615.1992
922,19.85,Health and Hygiene,126.1704,High,876.1928
923,11.5,Fruits and Vegetables,128.1652,Small,2454.1388
924,,Baking Goods,250.4724,Small,251.6724
925,10.5,Hard Drinks,159.0946,,4102.6596
926,19.7,Baking Goods,177.766,Small,2696.49
927,,Frozen Foods,86.9198,Medium,1569.9564
928,10.3,Fruits and Vegetables,188.653,,189.753
929,20.85,Frozen Foods,192.7478,High,3099.9648
930,13.35,Meat,61.4194,Medium,743.0328
931,12.1,Fruits and Vegetables,177.8002,Small,1611.9018
932,20.1,Dairy,108.7228,Small,1215.7508
933,,Others,184.2608,Small,367.5216
934,21.25,Snack Foods,120.8756,Medium,3150.5656
935,,Snack Foods,181.766,Medium,7370.406
936,6.655,Fruits and Vegetables,209.2586,High,2954.8204
937,13.65,Frozen Foods,47.7402,High,643.1628
938,,Canned,88.4172,Small,89.2172
939,13.6,Household,176.737,Medium,4940.236
940,15.5,Soft Drinks,41.577,Small,735.709
941,10.895,Fruits and Vegetables,196.6794,High,1170.4764
942,19.7,Meat,101.799,,1135.1889999999999
943,8.1,Fruits and Vegetables,211.8902,Medium,3823.0236
944,21.0,Snack Foods,195.0478,High,1549.9824
945,13.65,Snack Foods,58.3588,,114.5176
946,,Breads,63.2826,Medium,1033.3216
947,,Frozen Foods,145.1418,Medium,4561.3958
948,,Snack Foods,163.1236,Medium,2416.854
949,13.15,Household,176.8686,,2133.2232
950,15.25,Snack Foods,85.2198,Medium,1482.7366
951,19.35,Frozen Foods,121.5098,High,2892.2352
952,,Breads,33.0558,Medium,984.7182
953,17.75,Baking Goods,185.424,,745.696
954,20.7,Dairy,92.7436,Small,1323.6104
955,9.5,Fruits and Vegetables,110.4228,,1547.3192
956,11.65,Dairy,55.5298,,647.1576
957,21.1,Breakfast,128.7994,,1798.9916
958,7.865,Breakfast,166.3526,,1973.4312
959,12.35,Canned,57.0246,Small,1737.7379999999998
960,,Household,114.715,Medium,1864.24
961,16.25,Fruits and Vegetables,168.1474,High,1516.0266
962,12.15,Others,253.704,,5060.08
963,10.5,Starchy Foods,78.296,,2157.192
964,12.8,Meat,226.0404,,5400.9696
965,,Snack Foods,177.637,Medium,5469.547
966,4.61,Hard Drinks,172.8396,,174.4396
967,7.0,Canned,105.728,,1278.336
968,10.0,Health and Hygiene,120.644,Small,1917.504
969,6.405,Snack Foods,128.1678,Small,1017.3424
970,9.3,Snack Foods,104.2964,Medium,1998.7316
971,11.6,Dairy,57.9272,,615.1992
972,16.75,Snack Foods,39.1822,,314.2576
973,12.15,Others,122.973,,123.17299999999999
974,14.7,Fruits and Vegetables,48.2034,Medium,1020.6714
975,20.0,Fruits and Vegetables,46.7744,Small,1222.4088
976,,Snack Foods,120.2124,Small,474.0496
977,7.39,Household,250.9066,,1506.0396
978,20.75,Breakfast,150.5682,,762.341
979,9.3,Frozen Foods,184.2292,Medium,1277.0044
980,10.195,Snack Foods,147.6076,Small,3547.3824
981,,Baking Goods,181.395,Medium,6042.135
982,7.68,Fruits and Vegetables,192.2162,,384.8324
983,10.195,Canned,110.6886,Medium,1223.0746
984,9.3,Snack Foods,200.0084,Medium,2182.4924
985,8.895,Snack Foods,123.473,Small,1478.076
986,16.0,Dairy,143.2154,,1418.154
987,19.2,Others,239.2196,High,5061.4116
988,20.75,Snack Foods,161.7578,Small,2888.2404
989,,Baking Goods,172.1422,Medium,5518.1504
990,13.5,Health and Hygiene,35.2874,Small,741.0354
991,,Fruits and Vegetables,241.7538,Medium,9133.4444
992,19.7,Meat,101.199,Small,1857.582
993,6.095,Others,143.3154,,2836.308
994,8.21,Hard Drinks,150.8392,High,2982.784
995,17.7,Snack Foods,165.9816,,167.7816
996,18.1,Household,127.3336,Small,1150.5024
997,5.695,Frozen Foods,259.2646,,9275.9256
998,20.25,Dairy,219.3482,Small,5038.1086
999,,Household,152.3366,Medium,2115.9124
1000,,Fruits and Vegetables,80.3644,Medium,1885.5456
1001,8.185,Fruits and Vegetables,115.6808,Medium,703.0848
1002,18.2,Snack Foods,140.718,Medium,2656.542
1003,19.25,Household,33.3558,Small,713.0718
1004,14.5,Dairy,154.4998,High,1691.7978
1005,9.5,Canned,80.196,High,2157.192
1006,19.85,Seafood,196.8768,High,2561.9984
1007,8.655,Snack Foods,119.7756,High,2059.9852
1008,10.195,Canned,109.2886,Small,1334.2632
1009,,Dairy,248.375,Medium,10236.675
1010,14.0,Canned,51.464,Small,692.432
1011,8.39,Frozen Foods,114.0176,Medium,1488.7288
1012,11.65,Snack Foods,228.9694,,6622.7126
1013,14.5,Breads,260.4594,Small,3139.9128
1014,,Meat,65.8826,Medium,1614.565
1015,18.2,Fruits and Vegetables,38.319,High,585.904
1016,,Canned,169.37900000000005,Medium,5602.706999999999
